UniProt.ID;Gene;Protein.Name;Panel;Tissue.Specificity;Tissue_Initials;Tissue_Initials2
861;Q8N423;LILRB2;Leukocyte immunoglobulin-like receptor subfamily B member 2;Olink Explore Cardiometabolic- Olink Target 96 Cardiometabolic;Group enriched: bone marrow- lung- lymphoid tissue;GEBMLLT
862;Q8N474;SFRP1;Secreted frizzled-related protein 1;Olink Explore Neurology- Olink Target 96 Neuro Exploratory;Tissue enhanced: breast- choroid plexus;TEBCP
863;Q8N5S9;CAMKK1;Calcium/calmodulin-dependent protein kinase kinase 1;Olink Explore Oncology- Olink Target 96 Cell Regulation;Tissue enhanced: brain;TEB
864;Q8N608;DPP10;Inactive dipeptidyl peptidase 10;Olink Explore Inflammation- Olink Target 96 Immune Response;Tissue enhanced: adrenal gland- brain- pancreas;TEAGBP
865;Q8N6P7;IL22RA1;Interleukin-22 receptor subunit alpha-1;Olink Explore Inflammation- Olink Target 96 Inflammation;Tissue enriched: pancreas;TEP
866;Q8N6Q3;CD177;CD177 antigen;Olink Explore Neurology- Olink Target 96 Development;Tissue enhanced: bone marrow- intestine;TEBMI
867;Q8N8S7;ENAH;Protein enabled homolog;Olink Explore Inflammation- Olink Target 96 Organ Damage;Low tissue specificity;LTS
868;Q8NBI3;DRAXIN;Draxin;Olink Explore Neurology- Olink Target 96 Neurology;Tissue enriched: brain;TEB
869;Q8NBJ7;SUMF2;Inactive C-alpha-formylglycine-generating enzyme 2;Olink Explore Neurology- Olink Target 96 Metabolism;Low tissue specificity;LTS
870;Q8NBP7;PCSK9;Proprotein convertase subtilisin/kexin type 9;Olink Explore Cardiometabolic- Olink Target 96 Cardiovascular III;Tissue enriched: liver;TEL
871;Q8NBS9;TXNDC5;Thioredoxin domain-containing protein 5;Olink Explore Neurology- Olink Target 96 Metabolism;Low tissue specificity;LTS
872;Q8NC01;CLEC1A;C-type lectin domain family 1 member A;Olink Explore Cardiometabolic- Olink Target 96 Organ Damage;Tissue enhanced: lymphoid tissue- placenta;TELTP
873;Q8NDB2;BANK1;B-cell scaffold protein with ankyrin repeats;Olink Explore Inflammation- Olink Target 96 Organ Damage;Group enriched: intestine- lymphoid tissue;GEILT
874;Q8NEZ2;VPS37A;Vacuolar protein sorting-associated protein 37A;Olink Explore Oncology- Olink Target 96 Oncology III;Low tissue specificity;LTS
875;Q8NFP4;MDGA1;MAM domain-containing glycosylphosphatidylinositol anchor protein 1;Olink Explore Neurology- Olink Target 96 Neurology;Tissue enriched: brain;TEB
876;Q8NFT8;DNER;Delta and Notch-like epidermal growth factor-related receptor;Olink Explore Inflammation- Olink Target 96 Inflammation;Tissue enhanced: adrenal gland- brain- choroid plexus;TEAGBCP
877;Q8NHJ6;LILRB4;Leukocyte immunoglobulin-like receptor subfamily B member 4;Olink Explore Inflammation- Olink Target 96 Immune Response;Tissue enhanced: lung- lymphoid tissue;TELLT
878;Q8NHL6;LILRB1;Leukocyte immunoglobulin-like receptor subfamily B member 1;Olink Explore Cardiometabolic- Olink Target 96 Cardiometabolic;Tissue enriched: lymphoid tissue;TELT
879;Q8NI22;MCFD2;Multiple coagulation factor deficiency protein 2;Olink Explore Cardiometabolic- Olink Target 96 Metabolism;Low tissue specificity;LTS
880;Q8TAD2;IL17D;Interleukin-17D;Olink Explore Inflammation- Olink Target 96 Cardiovascular II;Group enriched: brain- skeletal muscle;GEBSM
881;Q8TCT1;PHOSPHO1;Phosphoethanolamine/phosphocholine phosphatase;Olink Explore Neurology- Olink Target 96 Neuro Exploratory;Tissue enriched: testis;TET
882;Q8TCZ2;CD99L2;CD99 antigen-like protein 2;Olink Explore Neurology- Olink Target 96 Development;Tissue enhanced: skeletal muscle;TESM
883;Q8TD06;AGR3;Anterior gradient protein 3;Olink Explore Oncology- Olink Target 96 Cell Regulation;Tissue enhanced: fallopian tube- intestine- lung;TEFTIL
884;Q8TD46;CD200R1;Cell surface glycoprotein CD200 receptor 1;Olink Explore Inflammation- Olink Target 96 Neurology;Tissue enhanced: lymphoid tissue;TELT
885;Q8TDQ0;HAVCR2;Hepatitis A virus cellular receptor 2;Olink Explore Neurology- Olink Target 96 Development;Tissue enhanced: lymphoid tissue;TELT
886;Q8TDQ1;CD300LF;CMRF35-like molecule 1;Olink Explore Oncology- Olink Target 96 Neurology;Tissue enhanced: bone marrow- lung- lymphoid tissue;TEBMLLT
887;Q8TE58;ADAMTS15;A disintegrin and metalloproteinase with thrombospondin motifs 15;Olink Explore Oncology- Olink Target 96 Oncology II;Tissue enhanced: adipose tissue;TEAT
888;Q8TEU8;WFIKKN2;WAP- Kazal- immunoglobulin- Kunitz and NTR domain-containing protein 2;Olink Explore Inflammation- Olink Target 96 Development;Group enriched: choroid plexus- ovary;GECPO
889;Q8WTT0;CLEC4C;C-type lectin domain family 4 member C;Olink Explore Inflammation- Olink Target 96 Immune Response;Tissue enhanced: lymphoid tissue;TELT
890;Q8WTU2;SSC4D;Scavenger receptor cysteine-rich domain-containing group B protein;Olink Explore Cardiometabolic- Olink Target 96 Metabolism;Tissue enhanced: kidney- parathyroid gland- pituitary gland;TEKPGPG
891;Q8WUW1;BRK1;Protein BRICK1;Olink Explore Neurology- Olink Target 96 Oncology III;Low tissue specificity;LTS
892;Q8WVQ1;CANT1;Soluble calcium-activated nucleotidase 1;Olink Explore Cardiometabolic- Olink Target 96 Metabolism;Low tissue specificity;LTS
893;Q8WX77;IGFBPL1;Insulin-like growth factor-binding protein-like 1;Olink Explore Cardiometabolic- Olink Target 96 Metabolism;Tissue enriched: thyroid gland;TETG
894;Q8WXI8;CLEC4D;C-type lectin domain family 4 member D;Olink Explore Inflammation- Olink Target 96 Immune Response;Tissue enriched: bone marrow;TEBM
895;Q8WYN0;ATG4A;Cysteine protease ATG4A;Olink Explore Oncology- Olink Target 96 Cell Regulation;Low tissue specificity;LTS
896;Q92520;FAM3C;Protein FAM3C;Olink Explore Cardiometabolic- Olink Target 96 Metabolism;Low tissue specificity;LTS
897;Q92558;WASF1;Actin-binding protein WASF1;Olink Explore Cardiometabolic- Olink Target 96 Cell Regulation;Tissue enhanced: brain- testis;TEBT
898;Q92597;NDRG1;Protein NDRG1;Olink Explore Neurology- Olink Target 96 Neuro Exploratory;Tissue enhanced: brain;TEB
899;Q92692;NECTIN2;Nectin-2;Olink Explore Cardiometabolic- Olink Target 96 Metabolism;Low tissue specificity;LTS
900;Q92752;TNR;Tenascin-R;Olink Explore Neurology- Olink Target 96 Neurology;Group enriched: brain- retina;GEBR
901;Q92765;FRZB;Secreted frizzled-related protein 3;Olink Explore Neurology- Olink Target 96 Neurology;Tissue enhanced: retina;TER
902;Q92823;NRCAM;Neuronal cell adhesion molecule;Olink Explore Cardiometabolic- Olink Target 96 Neurology;Tissue enhanced: adrenal gland- brain- epididymis- retina;TEAGBER
903;Q92832;NELL1;Protein kinase C-binding protein NELL1;Olink Explore Oncology- Olink Target 96 Oncology III;Tissue enhanced: brain- kidney;TEBK
904;Q92844;TANK;TRAF family member-associated NF-kappa-B activator;Olink Explore Inflammation- Olink Target 96 Immune Response;Low tissue specificity;LTS
905;Q92876;KLK6;Kallikrein-6;Olink Explore Oncology- Olink Target 96 Cardiovascular III;Tissue enhanced: brain- esophagus;TEBE
906;Q92956;TNFRSF14;Tumor necrosis factor receptor superfamily member 14;Olink Explore Inflammation- Olink Target 96 Cardiovascular III;Low tissue specificity;LTS
907;Q92982;NINJ1;Ninjurin-1;Olink Explore Oncology- Olink Target 96 Cell Regulation;Tissue enhanced: bone marrow;TEBM
908;Q969V3;NCLN;Nicalin;Olink Explore Inflammation- Olink Target 96 Cell Regulation;Low tissue specificity;LTS
909;Q969Z4;RELT;Tumor necrosis factor receptor superfamily member 19L;Olink Explore Neurology- Olink Target 96 Development;Tissue enriched: bone marrow;TEBM
910;Q96AP7;ESAM;Endothelial cell-selective adhesion molecule;Olink Explore Cardiometabolic- Olink Target 96 Development;Low tissue specificity;LTS
911;Q96B36;AKT1S1;Proline-rich AKT1 substrate 1;Olink Explore Neurology- Olink Target 96 Neuro Exploratory;Low tissue specificity;LTS
912;Q96B86;RGMA;Repulsive guidance molecule A;Olink Explore Neurology- Olink Target 96 Neurology;Tissue enhanced: skeletal muscle;TESM
913;Q96DB9;FXYD5;FXYD domain-containing ion transport regulator 5;Olink Explore Inflammation- Olink Target 96 Immune Response;Low tissue specificity;LTS
914;Q96EK5;KIFBP;KIF-binding protein;Olink Explore Oncology- Olink Target 96 Neuro Exploratory;Low tissue specificity;LTS
915;Q96F46;IL17RA;Interleukin-17 receptor A;Olink Explore Neurology- Olink Target 96 Cardiovascular III;Tissue enhanced: bone marrow;TEBM
916;Q96FQ6;S100A16;Protein S100-A16;Olink Explore Neurology- Olink Target 96 Oncology III;Tissue enhanced: esophagus;TEE
917;Q96GP6;SCARF2;Scavenger receptor class F member 2;Olink Explore Neurology- Olink Target 96 Neurology;Low tissue specificity;LTS
918;Q96GW7;BCAN;Brevican core protein;Olink Explore Neurology- Olink Target 96 Neurology;Tissue enriched: brain;TEB
919;Q96H15;TIMD4;T-cell immunoglobulin and mucin domain-containing protein 4;Olink Explore Cardiometabolic- Olink Target 96 Cardiometabolic;Group enriched: lymphoid tissue- testis;GELTT
920;Q96I15;SCLY;Selenocysteine lyase;Olink Explore Oncology- Olink Target 96 Oncology III;Tissue enhanced: liver;TEL
921;Q96I82;KAZALD1;Kazal-type serine protease inhibitor domain-containing protein 1;Olink Explore Oncology- Olink Target 96 Cell Regulation;Tissue enhanced: lymphoid tissue;TELT
922;Q96IU4;ABHD14B;Putative protein-lysine deacylase ABHD14B;Olink Explore Neurology- Olink Target 96 Neuro Exploratory;Low tissue specificity;LTS
923;Q96J42;TXNDC15;Thioredoxin domain-containing protein 15;Olink Explore Oncology- Olink Target 96 Oncology III;Low tissue specificity;LTS
924;Q96JA1;LRIG1;Leucine-rich repeats and immunoglobulin-like domains protein 1;Olink Explore Oncology- Olink Target 96 Metabolism;Tissue enhanced: pancreas;TEP
925;Q96KN2;CNDP1;Beta-Ala-His dipeptidase;Olink Explore Cardiometabolic- Olink Target 96 Cardiometabolic;Tissue enriched: brain;TEB
926;Q96LA5;FCRL2;Fc receptor-like protein 2;Olink Explore Inflammation- Olink Target 96 Neurology;Group enriched: intestine- lymphoid tissue;GEILT
927;Q96LA6;FCRL1;Fc receptor-like protein 1;Olink Explore Cardiometabolic- Olink Target 96 Metabolism;Group enriched: bone marrow- intestine- lymphoid tissue;GEBMILT
928;Q96LC7;SIGLEC10;Sialic acid-binding Ig-like lectin 10;Olink Explore Inflammation- Olink Target 96 Cell Regulation;Tissue enhanced: lymphoid tissue;TELT
929;Q96NY8;NECTIN4;Nectin-4;Olink Explore Oncology- Olink Target 96 Oncology II;Group enriched: esophagus- salivary gland- skin 1- vagina;GEESGS1V
930;Q96NZ8;WFIKKN1;WAP- Kazal- immunoglobulin- Kunitz and NTR domain-containing protein 1;Olink Explore Neurology- Olink Target 96 Neurology;Low tissue specificity;LTS
931;Q96P31;FCRL3;Fc receptor-like protein 3;Olink Explore Inflammation- Olink Target 96 Immune Response;Tissue enriched: lymphoid tissue;TELT
932;Q96PL1;SCGB3A2;Secretoglobin family 3A member 2;Olink Explore Inflammation- Olink Target 96 Cardiovascular III;Tissue enriched: lung;TEL
933;Q96PQ0;SORCS2;VPS10 domain-containing receptor SorCS2;Olink Explore Oncology- Olink Target 96 Cell Regulation;Tissue enhanced: brain;TEB
934;Q96RD9;FCRL5;Fc receptor-like protein 5;Olink Explore Neurology- Olink Target 96 Development;Tissue enriched: lymphoid tissue;TELT
935;Q96RJ3;TNFRSF13C;Tumor necrosis factor receptor superfamily member 13C;Olink Explore Inflammation- Olink Target 96 Neuro Exploratory;Group enriched: intestine- lymphoid tissue;GEILT
936;Q96RT1;ERBIN;Erbin;Olink Explore Oncology- Olink Target 96 Organ Damage;Tissue enhanced: brain;TEB
937;Q96SB3;PPP1R9B;Neurabin-2;Olink Explore Inflammation- Olink Target 96 Immune Response;Tissue enhanced: brain;TEB
938;Q96SM3;CPXM1;Probable carboxypeptidase X1;Olink Explore Oncology- Olink Target 96 Cell Regulation;Tissue enhanced: gallbladder;TEG
939;Q99075;HBEGF;Proheparin-binding EGF-like growth factor;Olink Explore Oncology- Olink Target 96 Cardiovascular II;Tissue enhanced: urinary bladder;TEUB
940;Q99426;TBCB;Tubulin-folding cofactor B;Olink Explore Neurology- Olink Target 96 Neuro Exploratory;Tissue enhanced: brain;TEB
941;Q99497;PARK7;Parkinson disease protein 7;Olink Explore Neurology- Olink Target 96 Development;Low tissue specificity;LTS
942;Q99523;SORT1;Sortilin;Olink Explore Cardiometabolic- Olink Target 96 Cardiovascular II;Tissue enhanced: brain;TEB
943;Q99536;VAT1;Synaptic vesicle membrane protein VAT-1 homolog;Olink Explore Oncology- Olink Target 96 Oncology III;Low tissue specificity;LTS
944;Q99538;LGMN;Legumain;Olink Explore Inflammation- Olink Target 96 Development;Low tissue specificity;LTS
945;Q99650;OSMR;Oncostatin-M-specific receptor subunit beta;Olink Explore Cardiometabolic- Olink Target 96 Cardiometabolic;Low tissue specificity;LTS
946;Q99717;SMAD5;Mothers against decapentaplegic homolog 5;Olink Explore Oncology- Olink Target 96 Oncology II;Low tissue specificity;LTS
947;Q99727;TIMP4;Metalloproteinase inhibitor 4;Olink Explore Neurology- Olink Target 96 Cardiovascular III;Tissue enhanced: adipose tissue- breast;TEATB
948;Q99748;NRTN;Neurturin;Olink Explore Inflammation- Olink Target 96 Inflammation;Tissue enhanced: heart muscle- pancreas;TEHMP
949;Q99795;GPA33;Cell surface A33 antigen;Olink Explore Oncology- Olink Target 96 Oncology III;Tissue enriched: intestine;TEI
950;Q99895;CTRC;Chymotrypsin-C;Olink Explore Inflammation- Olink Target 96 Cardiovascular II;Tissue enriched: pancreas;TEP
951;Q99969;RARRES2;Retinoic acid receptor responder protein 2;Olink Explore Cardiometabolic- Olink Target 96 Cardiovascular III;Tissue enhanced: adrenal gland- liver- pancreas;TEAGLP
952;Q99972;MYOC;Myocilin;Olink Explore Neurology- Olink Target 96 Development;Tissue enhanced: tongue;TET
953;Q99983;OMD;Osteomodulin;Olink Explore Inflammation- Olink Target 96 Development;Low tissue specificity;LTS
954;Q99988;GDF15;Growth/differentiation factor 15;Olink Explore Cardiometabolic- Olink Target 96 Cardiovascular III;Tissue enhanced: kidney- urinary bladder;TEKUB
955;Q9BQB4;SOST;Sclerostin;Olink Explore Cardiometabolic- Olink Target 96 Metabolism;Tissue enriched: kidney;TEK
956;Q9BQR3;PRSS27;Serine protease 27;Olink Explore Cardiometabolic- Olink Target 96 Cardiovascular II;Group enriched: esophagus- vagina;GEEV
957;Q9BS26;ERP44;Endoplasmic reticulum resident protein 44;Olink Explore Oncology- Olink Target 96 Oncology III;Low tissue specificity;LTS
958;Q9BS40;LXN;Latexin;Olink Explore Neurology- Olink Target 96 Neurology;Tissue enhanced: urinary bladder;TEUB
959;Q9BSL1;UBAC1;Ubiquitin-associated domain-containing protein 1;Olink Explore Oncology- Olink Target 96 Oncology III;Tissue enhanced: skeletal muscle- tongue;TESMT
960;Q9BTE6;AARSD1;Alanyl-tRNA editing protein Aarsd1;Olink Explore Oncology- Olink Target 96 Neuro Exploratory;Low tissue specificity;LTS
961;Q9BUD6;SPON2;Spondin-2;Olink Explore Cardiometabolic- Olink Target 96 Cardiovascular II;Tissue enhanced: endometrium 1;TEE1
962;Q9BW30;TPPP3;Tubulin polymerization-promoting protein family member 3;Olink Explore Neurology- Olink Target 96 Neuro Exploratory;Tissue enhanced: fallopian tube;TEFT
963;Q9BXJ1;C1QTNF1;Complement C1q tumor necrosis factor-related protein 1;Olink Explore Cardiometabolic- Olink Target 96 Cardiometabolic;Tissue enhanced: adipose tissue- heart muscle;TEATHM
964;Q9BXJ7;AMN;Protein amnionless;Olink Explore Inflammation- Olink Target 96 Organ Damage;Group enriched: intestine- kidney- liver;GEIKL
965;Q9BXN2;CLEC7A;C-type lectin domain family 7 member A;Olink Explore Inflammation- Olink Target 96 Immune Response;Group enriched: bone marrow- lung- lymphoid tissue;GEBMLLT
966;Q9BXY4;RSPO3;R-spondin-3;Olink Explore Oncology- Olink Target 96 Oncology II;Tissue enhanced: endometrium 1;TEE1
967;Q9BY76;ANGPTL4;Angiopoietin-related protein 4;Olink Explore Inflammation- Olink Target 96 Development;Tissue enhanced: adipose tissue- breast- liver;TEATBL
968;Q9BYC5;FUT8;Alpha-(1-6)-fucosyltransferase;Olink Explore Neurology- Olink Target 96 Neuro Exploratory;Tissue enhanced: brain;TEB
969;Q9BYE9;CDHR2;Cadherin-related family member 2;Olink Explore Oncology- Olink Target 96 Oncology III;Tissue enriched: intestine;TEI
970;Q9BYF1;ACE2;Angiotensin-converting enzyme 2;Olink Explore Cardiometabolic- Olink Target 96 Cardiovascular II;Tissue enhanced: gallbladder- intestine- kidney;TEGIK
971;Q9BYH1;SEZ6L;Seizure 6-like protein;Olink Explore Oncology- Olink Target 96 Oncology II;Tissue enriched: brain;TEB
972;Q9BYZ8;REG4;Regenerating islet-derived protein 4;Olink Explore Inflammation- Olink Target 96 Metabolism;Tissue enriched: intestine;TEI
973;Q9BZM5;ULBP2;UL16-binding protein 2;Olink Explore Neurology- Olink Target 96 Neurology;Tissue enhanced: esophagus;TEE
974;Q9BZR6;RTN4R;Reticulon-4 receptor;Olink Explore Oncology- Olink Target 96 Metabolism;Tissue enhanced: brain- liver;TEBL
975;Q9BZZ2;SIGLEC1;Sialoadhesin;Olink Explore Inflammation- Olink Target 96 Neurology;Low tissue specificity;LTS
976;Q9C035;TRIM5;Tripartite motif-containing protein 5;Olink Explore Inflammation- Olink Target 96 Immune Response;Low tissue specificity;LTS
977;Q9C0C4;SEMA4C;Semaphorin-4C;Olink Explore Oncology- Olink Target 96 Cell Regulation;Low tissue specificity;LTS
978;Q9GZM7;TINAGL1;Tubulointerstitial nephritis antigen-like;Olink Explore Cardiometabolic- Olink Target 96 Metabolism;Low tissue specificity;LTS
979;Q9GZT9;EGLN1;Egl nine homolog 1;Olink Explore Inflammation- Olink Target 96 Immune Response;Tissue enhanced: skeletal muscle;TESM
980;Q9GZY6;LAT2;Linker for activation of T-cells family member 2;Olink Explore Oncology- Olink Target 96 Organ Damage;Tissue enhanced: bone marrow- lymphoid tissue;TEBMLT
981;Q9H0C8;ILKAP;Integrin-linked kinase-associated serine/threonine phosphatase 2C;Olink Explore Neurology- Olink Target 96 Neuro Exploratory;Low tissue specificity;LTS
982;Q9H0P0;NT5C3A;Cytosolic 5'-nucleotidase 3A;Olink Explore Inflammation- Olink Target 96 Oncology III;Tissue enhanced: skeletal muscle;TESM
983;Q9H156;SLITRK2;SLIT and NTRK-like protein 2;Olink Explore Oncology- Olink Target 96 Cell Regulation;Tissue enhanced: brain- retina;TEBR
984;Q9H1U4;MEGF9;Multiple epidermal growth factor-like domains protein 9;Olink Explore Cardiometabolic- Olink Target 96 Cardiometabolic;Tissue enhanced: retina;TER
985;Q9H2A7;CXCL16;C-X-C motif chemokine 16;Olink Explore Cardiometabolic- Olink Target 96 Cardiovascular III;Low tissue specificity;LTS
986;Q9H3G5;CPVL;Probable serine carboxypeptidase CPVL;Olink Explore Oncology- Olink Target 96 Oncology III;Tissue enhanced: lymphoid tissue;TELT
987;Q9H3S3;TMPRSS5;Transmembrane protease serine 5;Olink Explore Neurology- Olink Target 96 Neurology;Group enriched: brain- choroid plexus;GEBCP
988;Q9H3U7;SMOC2;SPARC-related modular calcium-binding protein 2;Olink Explore Inflammation- Olink Target 96 Neurology;Low tissue specificity;LTS
